Value,Count,ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,T_TEXTURE,DRAINAGE,REF_DEPTH,AWC_CLASS,PHASE1,PHASE2,ROOTS,IL,SWR,ADD_PROP,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_REF_BULK_DENSITY,T_OC,T_PH_H2O,T_CEC_CLAY,T_CEC_SOIL,T_BS,T_TEB,T_CACO3,T_CASO4,T_ESP,T_ECE,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_REF_BULK_DENSITY,S_OC,S_PH_H2O,S_CEC_CLAY,S_CEC_SOIL,S_BS,S_TEB,S_CACO3,S_CASO4,S_ESP,S_ECE
11211,700,11211,10699,4210036,4210130,1,5,6,,0,Od,156,HSf,89,3,1,100,1,0,0,1,1,4,0,1,20,40,40,3,1.26,33.63,4.3,45,77,62,31.4,0,0,2,0.1,2,47,26,27,10,1.38,32.89,4.6,71,78,40,27.4,0,0,1,0.1
11212,600,11212,10700,4210037,4210131,1,50,1,,0,Bds,17,CMg,69,1,2,100,6,25,1,1,1,1,0,5,76,13,11,11,1.56,0.79,6.2,40,7,71,7.1,0,0,3,0.1,8,62,15,23,10,1.43,0.41,6.1,32,12,77,8.9,0,0,3,0.1
11213,400,11213,10700,4210037,4210132,1,25,2,,0,Bd,14,CMd,63,1,5,100,6,25,1,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11214,100,11214,10700,4210037,4210133,1,10,3,,0,Po,169,PZh,149,1,6,100,6,25,1,1,1,1,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11215,700,11215,10700,4210037,4210134,1,5,4,,0,Ud,199,LPd,99,1,4,30,6,1,0,0,0,0,0,23,76,14,10,11,1.58,0.65,5.1,19,4,62,3.4,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11216,800,11216,10700,4210037,4210135,1,5,5,,0,Gd,66,GLd,12,1,2,100,1,0,0,3,3,4,0,10,74,16,10,11,1.57,0.93,5.2,20,5,48,2.6,0,0,2,0.1,8,68,16,16,11,1.49,0.23,5,23,4,54,3.4,0,0,3,0.1
11217,600,11217,10700,4210037,4210136,1,5,6,,0,Od,156,HSf,89,3,1,100,1,0,0,1,1,4,0,1,20,40,40,3,1.26,33.63,4.3,45,77,62,31.4,0,0,2,0.1,2,47,26,27,10,1.38,32.89,4.6,71,78,40,27.4,0,0,1,0.1
11218,800,11218,10701,4210038,4210137,1,50,1,,0,Bds,17,CMg,69,2,2,100,5,25,1,1,1,1,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11219,700,11219,10701,4210038,4210138,1,25,2,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11220,500,11220,10701,4210038,4210139,1,10,3,,0,Po,169,PZh,149,1,6,100,6,25,1,1,1,1,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11221,200,11221,10701,4210038,4210140,1,5,4,,0,Ud,199,LPd,99,1,4,30,6,1,0,0,0,0,0,23,76,14,10,11,1.58,0.65,5.1,19,4,62,3.4,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11222,200,11222,10701,4210038,4210141,1,5,5,,0,Gd,66,GLd,12,2,2,100,1,0,0,3,3,4,0,2,40,39,21,9,1.4,1.17,5.1,25,11,47,5.5,0,0,1,0.1,6,41,34,25,9,1.38,0.4,5.3,29,10,47,6.1,0,0,1,0.1
11223,500,11223,10701,4210038,4210142,1,5,6,,0,Ud,199,LPd,99,2,3,30,5,0,0,0,0,0,0,28,46,33,21,9,1.41,1.09,5.1,19,7,23,1.9,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11224,1200,11224,10702,4210039,4210143,1,50,1,,0,Po,169,PZh,149,1,6,100,6,25,0,3,3,1,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11225,700,11225,10702,4210039,4210144,1,35,2,,0,Q,173,ARh,39,1,6,100,6,25,0,1,1,1,0,4,90,5,5,13,1.71,0.4,6.2,35,3,93,3.3,0,0,3,0.1,4,90,5,5,13,1.71,0.21,6.1,39,2,100,2.6,0,0,3,0.1
11226,200,11226,10702,4210039,4210145,1,10,3,,0,Bd,14,CMd,63,1,5,100,6,25,0,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11227,400,11227,10702,4210039,4210146,1,5,4,,0,Od,156,HSf,89,3,1,100,1,0,0,1,1,4,0,1,20,40,40,3,1.26,33.63,4.3,45,77,62,31.4,0,0,2,0.1,2,47,26,27,10,1.38,32.89,4.6,71,78,40,27.4,0,0,1,0.1
11228,500,11228,10703,4210040,4210147,1,40,1,,0,Od,156,HSf,89,3,1,100,1,0,0,1,1,4,0,1,20,40,40,3,1.26,33.63,4.3,45,77,62,31.4,0,0,2,0.1,2,47,26,27,10,1.38,32.89,4.6,71,78,40,27.4,0,0,1,0.1
11229,500,11229,10703,4210040,4210148,1,40,2,,0,Gd,66,GLd,12,2,2,100,1,0,0,1,3,3,0,2,40,39,21,9,1.4,1.17,5.1,25,11,47,5.5,0,0,1,0.1,6,41,34,25,9,1.38,0.4,5.3,29,10,47,6.1,0,0,1,0.1
11230,800,11230,10703,4210040,4210149,1,20,3,,0,Lgs,142,LVj,112,2,2,100,3,0,0,1,3,2,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11231,200,11231,10704,4220001,4220001,1,90,1,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11232,200,11232,10704,4220001,4220002,1,5,2,,0,Gef,69,GLe,10,2,2,100,1,0,0,1,1,3,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11233,800,11233,10704,4220001,4220107,1,5,3,,0,Jmg,121,FLm,5,2,2,100,1,0,0,1,1,1,0,4,45,36,19,9,1.42,1.57,6.5,60,13,80,9.5,0.1,0,1,0.1,8,52,29,19,11,1.44,0.56,6.7,62,13,85,5.9,0.1,0,3,0.1
11234,500,11234,10705,4220002,4220003,1,75,1,,0,Jc,112,FLc,3,2,2,100,1,0,0,1,1,1,0,15,34,48,18,9,1.41,0.6,8,68,14,100,19.8,11.7,0.2,3,0.7,10,36,46,18,9,1.41,0.4,8.1,84,13,100,20.7,12.2,0.2,3,0.5
11235,800,11235,10705,4220002,4220004,1,10,2,,0,Jmg,121,FLm,5,2,2,100,1,0,0,1,1,1,0,4,45,36,19,9,1.42,1.57,6.5,60,13,80,9.5,0.1,0,1,0.1,8,52,29,19,11,1.44,0.56,6.7,62,13,85,5.9,0.1,0,3,0.1
11236,600,11236,10705,4220002,4220005,1,10,3,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11237,500,11237,10705,4220002,4220108,1,5,4,,0,Gc,63,GLk,11,2,2,100,1,0,0,1,1,3,0,4,41,40,19,9,1.42,1.3,7,37,13,82,8.8,1,0,2,0.1,5,44,37,19,9,1.42,0.44,7.2,40,12,86,10,1,0,2,0.1
11238,500,11238,10706,4220003,4220006,1,60,1,,0,Je,117,FLe,2,2,2,100,4,0,0,1,4,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11239,400,11239,10706,4220003,4220007,1,20,2,,0,Vpg,207,VRe,178,3,2,100,5,0,0,1,4,3,3,4,19,25,56,3,1.22,1.05,6.9,70,43,100,40.9,0.2,0,1,0.1,5,18,24,58,3,1.21,0.59,7.5,70,42,100,44.2,0.8,0,2,0.1
11240,500,11240,10706,4220003,4220008,1,20,3,,0,Gef,69,GLe,10,3,1,100,4,0,0,1,4,3,0,1,17,32,51,3,1.22,1.25,5.8,37,25,78,18.9,0,0,2,0.1,1,19,29,52,3,1.23,0.45,6,40,23,84,17,0,0,3,0.1
11241,500,11241,10707,4220004,4220010,1,60,1,,0,Rc,185,RGc,157,2,4,100,1,0,0,1,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11242,600,11242,10707,4220004,4220012,1,15,2,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11243,500,11243,10707,4220004,4220013,1,15,3,,0,Dge,55,PDg,129,2,2,100,3,8,0,1,3,2,0,1,32,49,19,9,1.4,2.22,5.3,36,17,55,5.7,0,0,0,0.1,4,25,51,24,7,1.35,0.5,5.4,40,14,59,4.9,0,0,0,0.1
11244,600,11244,10707,4220004,4220011,1,10,4,,0,Lc,132,LVx,108,2,4,100,3,0,0,1,3,1,0,12,48,28,24,9,1.4,0.83,6.3,39,12,88,10,0,0,1,0.1,8,41,25,34,5,1.33,0.4,6.4,41,15,90,12,0,0,1,0.1
11245,600,11245,10708,4220005,4220014,1,65,1,,0,Id,109,LPq,103,1,4,10,6,0,0,0,0,0,0,21,73,18,9,11,1.59,1.4,7.5,85,12,86,5.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11246,300,11246,10708,4220005,4220015,1,15,2,,0,Ud,199,LPd,99,1,4,30,6,1,0,0,0,0,0,23,76,14,10,11,1.58,0.65,5.1,19,4,62,3.4,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11247,500,11247,10708,4220005,4220109,1,10,3,,0,P,225,PZh,149,1,6,100,5,1,0,4,1,1,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11248,600,11248,10708,4220005,4220119,1,10,4,,0,Bd,14,CMd,63,1,5,100,5,1,0,4,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11249,600,11249,10709,4220006,4220016,1,40,1,,0,Q,173,ARh,39,1,6,100,3,0,0,1,1,1,0,4,90,5,5,13,1.71,0.4,6.2,35,3,93,3.3,0,0,3,0.1,4,90,5,5,13,1.71,0.21,6.1,39,2,100,2.6,0,0,3,0.1
11250,500,11250,10709,4220006,4220017,1,40,2,,0,Qc,175,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11251,400,11251,10709,4220006,4220018,1,10,3,,0,Pf,161,PZf,151,1,6,100,3,0,0,1,1,1,0,3,86,8,6,12,1.67,2.02,4.5,78,5,17,2.5,0,0,0,0.1,3,86,6,8,12,1.63,0.51,5.1,50,2,21,1.5,0,0,0,0.1
11252,300,11252,10709,4220006,4220019,1,10,4,,0,Ge,68,GLe,10,2,2,100,1,0,0,1,2,3,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11253,700,11253,10710,4220007,4220020,1,60,1,,0,Eo,60,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11254,500,11254,10710,4220007,4220110,1,15,2,,0,Ec,58,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11255,900,11255,10710,4220007,4220021,1,10,3,,0,Ic,107,LPq,103,2,3,10,6,0,0,0,0,0,0,21,42,34,24,9,1.38,1.61,7.5,42,16,100,15.5,3.9,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11256,600,11256,10710,4220007,4220022,1,5,4,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11257,700,11257,10710,4220007,4220023,1,5,5,,0,Lc,132,LVx,108,2,4,100,3,0,0,1,3,1,0,12,48,28,24,9,1.4,0.83,6.3,39,12,88,10,0,0,1,0.1,8,41,25,34,5,1.33,0.4,6.4,41,15,90,12,0,0,1,0.1
11258,900,11258,10710,4220007,4220111,1,5,6,,0,Eh,59,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11259,700,11259,10711,4220008,4220024,1,60,1,,0,E,57,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11260,1200,11260,10711,4220008,4220025,1,25,2,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11261,300,11261,10711,4220008,4220026,1,10,3,,0,Ic,107,LPq,103,2,3,10,6,0,0,0,0,0,0,21,42,34,24,9,1.38,1.61,7.5,42,16,100,15.5,3.9,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11262,1100,11262,10711,4220008,4220028,1,5,4,,0,Dge,55,PDg,129,2,2,100,3,0,0,1,3,1,0,1,32,49,19,9,1.4,2.22,5.3,36,17,55,5.7,0,0,0,0.1,4,25,51,24,7,1.35,0.5,5.4,40,14,59,4.9,0,0,0,0.1
11263,600,11263,10712,4220009,4220029,1,50,1,,0,Ch,43,CHh,52,2,4,100,1,23,0,1,1,1,0,4,23,54,23,7,1.35,2.09,6.9,67,23,100,18.6,0.4,0,1,0.1,17,26,52,22,7,1.37,0.89,7.4,71,17,100,17.1,5.4,0,2,0.1
11264,800,11264,10712,4220009,4220112,1,40,2,,0,Cl,49,CHl,54,2,4,100,1,23,0,1,1,1,0,4,34,41,25,9,1.36,1.64,7.1,69,21,100,25.3,5,0,2,0.1,16,34,37,29,5,1.34,0.78,7.6,63,20,100,39.2,9,0,2,0.1
11265,600,11265,10712,4220009,4220030,1,10,3,,0,Jm,120,FLm,5,2,2,100,1,0,0,1,1,1,0,4,45,36,19,9,1.42,1.57,6.5,60,13,80,9.5,0.1,0,1,0.1,8,52,29,19,11,1.44,0.56,6.7,62,13,85,5.9,0.1,0,3,0.1
11266,900,11266,10713,4220010,4220032,1,50,1,,0,Ch,43,CHh,52,2,4,100,1,23,0,1,1,1,0,4,23,54,23,7,1.35,2.09,6.9,67,23,100,18.6,0.4,0,1,0.1,17,26,52,22,7,1.37,0.89,7.4,71,17,100,17.1,5.4,0,2,0.1
11267,800,11267,10713,4220010,4220033,1,20,2,,0,Cl,49,CHl,54,2,4,100,1,23,0,1,1,1,0,4,34,41,25,9,1.36,1.64,7.1,69,21,100,25.3,5,0,2,0.1,16,34,37,29,5,1.34,0.78,7.6,63,20,100,39.2,9,0,2,0.1
11268,200,11268,10713,4220010,4220034,1,20,3,,0,Ck,45,CHk,53,2,4,100,1,0,0,1,1,1,0,4,28,47,25,9,1.35,1.65,7.8,64,23,100,38,4.6,0,1,0.4,17,28,47,25,9,1.35,0.78,8.2,81,24,100,29.1,13.6,0,2,0.4
11269,500,11269,10713,4220010,4220035,1,5,4,,0,Rc,185,RGc,157,2,4,100,1,0,0,1,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11270,100,11270,10713,4220010,4220036,1,5,5,,0,Jm,120,FLm,5,2,2,100,1,0,0,1,1,1,0,4,45,36,19,9,1.42,1.57,6.5,60,13,80,9.5,0.1,0,1,0.1,8,52,29,19,11,1.44,0.56,6.7,62,13,85,5.9,0.1,0,3,0.1
11271,700,11271,10714,4220011,4220038,1,75,1,,0,Ckc,47,CHk,53,2,4,100,5,25,0,1,1,1,0,4,28,47,25,9,1.35,1.65,7.8,64,23,100,38,4.6,0,1,0.4,17,28,47,25,9,1.35,0.78,8.2,81,24,100,29.1,13.6,0,2,0.4
11272,1100,11272,10714,4220011,4220113,1,20,2,,0,Jm,120,FLm,5,2,2,100,1,0,0,1,1,1,0,4,45,36,19,9,1.42,1.57,6.5,60,13,80,9.5,0.1,0,1,0.1,8,52,29,19,11,1.44,0.56,6.7,62,13,85,5.9,0.1,0,3,0.1
11273,400,11273,10714,4220011,4220040,1,5,3,,0,Gmf,86,GLm,14,2,2,100,1,0,0,1,1,2,0,4,39,39,22,9,1.39,1.65,6.6,45,17,87,9.8,0,0,2,0.1,3,37,35,28,5,1.35,0.69,7.2,44,15,88,10.7,4,0,1,0.1
11274,700,11274,10715,4220012,4220041,1,85,1,,0,Hcf,94,PHc,133,2,4,100,1,0,0,1,1,1,0,3,35,43,22,9,1.38,1.37,7.9,67,17,100,25.8,3.4,0,1,0.2,5,35,44,21,9,1.39,0.48,8.2,71,14,100,22.2,11.4,0,2,0.1
11275,1000,11275,10715,4220012,4220118,1,10,2,,0,Gmf,86,GLm,14,2,2,100,1,0,0,1,1,2,0,4,39,39,22,9,1.39,1.65,6.6,45,17,87,9.8,0,0,2,0.1,3,37,35,28,5,1.35,0.69,7.2,44,15,88,10.7,4,0,1,0.1
11276,400,11276,10715,4220012,4220043,1,5,3,,0,Jc,112,FLc,3,2,2,100,1,0,0,1,1,1,0,15,34,48,18,9,1.41,0.6,8,68,14,100,19.8,11.7,0.2,3,0.7,10,36,46,18,9,1.41,0.4,8.1,84,13,100,20.7,12.2,0.2,3,0.5
11277,700,11277,10716,4220013,4220046,1,60,1,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11278,500,11278,10716,4220013,4220114,1,15,2,,0,Jmv,122,FLm,5,3,1,100,4,0,0,1,4,2,0,4,18,29,53,3,1.22,3.12,6.3,40,31,68,21.3,0,0,4,0.1,3,31,27,42,3,1.28,1.07,6.5,50,21,78,15.2,0,0,2,0.1
11279,600,11279,10716,4220013,4220047,1,10,3,,0,Gev,72,GLe,10,3,1,100,4,0,0,1,4,3,0,1,17,32,51,3,1.22,1.25,5.8,37,25,78,18.9,0,0,2,0.1,1,19,29,52,3,1.23,0.45,6,40,23,84,17,0,0,3,0.1
11280,100,11280,10716,4220013,4220048,1,10,4,,0,Qc,175,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11281,300,11281,10716,4220013,4220049,1,5,5,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11282,1000,11282,10717,4220014,4220050,1,50,1,,0,Jmg,121,FLm,5,2,2,100,1,0,0,1,1,1,0,4,45,36,19,9,1.42,1.57,6.5,60,13,80,9.5,0.1,0,1,0.1,8,52,29,19,11,1.44,0.56,6.7,62,13,85,5.9,0.1,0,3,0.1
11283,300,11283,10717,4220014,4220051,1,25,2,,0,Q,173,ARh,39,1,6,100,3,0,0,1,1,1,0,4,90,5,5,13,1.71,0.4,6.2,35,3,93,3.3,0,0,3,0.1,4,90,5,5,13,1.71,0.21,6.1,39,2,100,2.6,0,0,3,0.1
11284,400,11284,10717,4220014,4220053,1,20,3,,0,Gef,69,GLe,10,2,2,100,1,0,0,1,2,3,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11285,500,11285,10717,4220014,4220054,1,5,4,,0,Oe,158,HSs,88,2,1,100,1,0,0,1,1,1,0,28,35,33,32,5,1.32,39.4,5.6,45,87,75,59.5,0,0,1,0.1,5,52,23,25,10,1.38,38.46,5.8,49,88,96,81.8,0,0,1,0.1
11286,600,11286,10718,4220015,4220055,1,60,1,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11287,500,11287,10718,4220015,4220059,1,15,2,,0,E,57,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11288,400,11288,10718,4220015,4220057,1,10,3,,0,Beg,22,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11289,700,11289,10718,4220015,4220058,1,10,4,,0,Dge,55,PDg,129,2,2,100,3,0,0,1,3,1,0,1,32,49,19,9,1.4,2.22,5.3,36,17,55,5.7,0,0,0,0.1,4,25,51,24,7,1.35,0.5,5.4,40,14,59,4.9,0,0,0,0.1
11290,600,11290,10718,4220015,4220056,1,5,5,,0,Je,117,FLe,2,2,2,100,2,1,0,5,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11291,1100,11291,10719,4220016,4220061,1,50,1,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11292,600,11292,10719,4220016,4220062,1,30,2,,0,Beg,22,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11293,600,11293,10719,4220016,4220064,1,10,3,,0,We,212,PLe,138,2,2,100,3,0,0,1,3,2,0,4,42,38,20,9,1.41,1.06,5.6,37,11,67,8.4,0,0,3,0.1,4,33,31,36,5,1.3,0.43,6.3,47,17,89,15.2,0,0,4,0.1
11294,800,11294,10719,4220016,4220063,1,5,4,,0,E,57,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11295,800,11295,10719,4220016,4220065,1,5,5,,0,Jdg,116,FLd,4,2,2,100,1,0,0,5,3,2,0,4,47,33,20,9,1.42,1.05,4.8,21,7,36,2.6,0,0,2,0.1,8,51,29,20,9,1.43,0.41,4.9,20,7,29,2,0,0,2,0.1
11296,1300,11296,10720,4220017,4220066,1,55,1,,0,Bd,14,CMd,63,2,4,100,3,1,0,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11297,1000,11297,10720,4220017,4220067,1,15,2,,0,Bds,17,CMd,63,2,4,100,3,1,0,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11298,200,11298,10720,4220017,4220068,1,15,3,,0,Be,18,CMe,62,2,4,100,3,1,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11299,400,11299,10720,4220017,4220069,1,10,4,,0,U,198,LPu,102,2,3,30,6,1,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11300,1000,11300,10720,4220017,4220070,1,5,5,,0,Jd,115,FLd,4,2,2,100,2,1,0,1,1,1,0,4,47,33,20,9,1.42,1.05,4.8,21,7,36,2.6,0,0,2,0.1,8,51,29,20,9,1.43,0.41,4.9,20,7,29,2,0,0,2,0.1
11301,600,11301,10721,4220018,4220072,1,45,1,,0,Bd,14,CMd,63,2,4,100,3,1,0,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11302,500,11302,10721,4220018,4220073,1,20,2,,0,Bds,17,CMd,63,1,5,100,5,1,0,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11303,400,11303,10721,4220018,4220074,1,10,3,,0,Bdg,16,CMd,63,2,4,100,3,1,0,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11304,400,11304,10721,4220018,4220076,1,10,4,,0,U,198,LPu,102,1,4,30,6,1,0,0,0,0,0,10,79,13,8,12,1.62,2.59,4.7,24,8,86,5.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11305,600,11305,10721,4220018,4220075,1,5,5,,0,Phf,166,PZf,151,1,6,100,5,1,0,3,1,1,0,3,86,8,6,12,1.67,2.02,4.5,78,5,17,2.5,0,0,0,0.1,3,86,6,8,12,1.63,0.51,5.1,50,2,21,1.5,0,0,0,0.1
